"","s1_vc15","s10_vc15","s11_vc15","s12_vc15","s13_vc15","s14_vc15","s15_vc15","s16_vc15","s17_vc15","s18_vc15","s19_vc15","s2_vc15","s20_vc15","s21_vc15","s22_vc15","s23_vc15","s24_vc15","s25_vc15","s26_vc15","s27_vc15","s28_vc15","s29_vc15","s3_vc15","s30_vc15","s31_vc15","s32_vc15","s33_vc15","s34_vc15","s35_vc15","s36_vc15","s37_vc15","s38_vc15","s39_vc15","s4_vc15","s40_vc15","s41_vc15","s42_vc15","s43_vc15","s44_vc15","s45_vc15","s46_vc15","s47_vc15","s48_vc15","s49_vc15","s5_vc15","s50_vc15","s51_vc15","s52_vc15","s53_vc15","s54_vc15","s55_vc15","s56_vc15","s57_vc15","s58_vc15","s59_vc15","s6_vc15","s60_vc15","s61_vc15","s62_vc15","s63_vc15","s64_vc15","s7_vc15","s8_vc15","s9_vc15","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s43_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17","s1_vc18","s10_vc18","s11_vc18","s12_vc18","s13_vc18","s14_vc18","s15_vc18","s16_vc18","s17_vc18","s18_vc18","s19_vc18","s2_vc18","s20_vc18","s21_vc18","s22_vc18","s23_vc18","s24_vc18","s25_vc18","s26_vc18","s27_vc18","s28_vc18","s29_vc18","s3_vc18","s30_vc18","s31_vc18","s32_vc18","s33_vc18","s34_vc18","s35_vc18","s36_vc18","s37_vc18","s38_vc18","s39_vc18","s4_vc18","s40_vc18","s41_vc18","s42_vc18","s43_vc18","s44_vc18","s45_vc18","s5_vc18","s6_vc18","s7_vc18","s8_vc18","s9_vc18","s46_vc18"
"lm1 mapping",8212,583,0,0,0,0,0,0,0,0,0,2833,0,0,0,191498,0,0,0,0,0,50281,10431,0,0,45,0,3696,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24552,0,0,0,0,11127,0,30801,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,231,1764,2524,0,0,5951,0,0,0,0,3344,7720,27246,7243,0,0,0,0,0,0,4172,0,0,0,0,446364,945,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,1008,401,33427,302,0,6140,0,10797,2554,0,0,10647,0,0,0,0,3606,0,0,0,93,34,0,0,0,298,333,0,162,3695,6306,0,0,0,3,0,0,0,79,0
"lm2 mapping",28205,2955,7736,0,0,1499,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,10724,0,0,0,0,0,0,0,0,0,0,0,31611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,1466,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,917,0,0,7208,0,0,0,0,0,1277,1904,2103,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923,0,0,0,3422,0,165,511,0,0,0,34361,0,0,0,0,187,0,0,0,0,0,0,0,0,53,0,102,0,0,0,0,0,0,0,0,0,0,0,0,60863,15957,0,40857,0,5
"lm3 mapping",37639,0,0,0,0,0,0,0,0,0,0,9796,0,0,0,0,0,0,21616,0,0,0,1646,2836,0,0,0,0,37767,0,0,0,0,13391,236099,0,0,0,0,0,0,0,0,0,15825,0,0,0,0,636,0,0,0,4160,1751,2189,0,0,0,0,0,0,0,0,0,0,12965,0,0,0,0,0,0,542,6813,0,0,0,0,0,0,0,76,13121,0,18346,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3711,19644,0,0,0,0,0,7476,4757,1408,33,0,0,0,0,0,0,13,0,0,0,0,0,4704,0,0,11,56,0,0,0,0,0,0,0,318,43,0,0,0,0,0,124,0,0,0,2567
"lm4 mapping",7075,0,3394,0,0,4403,160238,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,3372,4008,4862,0,173,2600,0,0,0,0,0,0,25446,0,0,0,0,0,0,0,0,0,0,8663,0,0,0,0,0,0,0,0,965,0,37813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,4977,0,8436,0,0,0,0,0,1270,5403,2040,4382,0,209,0,0,0,0,0,0,0,0,0,1726,0,0,0,0,0,0,0,0,0,22015,0,0,0,0,10234,9954,2336,2134,184,0,4578,0,0,0,0,10,0,0,0,0,0,3527,0,0,2,102,10,42223,0,0,0,22927,0,53,0,2310,0,0,0,0,7194,0,0,0,1860
"lm5 mapping",23456,454,0,0,0,0,0,0,0,0,0,8732,0,0,0,0,0,0,21726,0,0,35138,0,432134,0,0,2098,17914,541756,0,0,0,9658,30294,217962,0,0,0,0,238324,0,0,0,0,22439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,42195,0,238,2897,10154,0,0,5572,0,0,0,0,6014,29457,86,13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876,0,19446,0,0,0,311,0,0,4393,3487,290020,0,2038,0,0,68708,0,0,0,28359,0,0,0,10955,0,0,12,106,465,0,0,289798,955,0,3071,37216,3627,4192,0,0,0,257,0,0,0,0,0
"lm6 mapping",60871,0,4045,0,0,0,0,0,0,0,0,5883,0,0,0,0,0,0,0,0,0,5177,8098,2768,0,0,0,5840,0,0,0,1440,17267,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,58169,0,0,0,0,0,0,0,0,6151,0,0,0,18022,0,0,448,6818,0,0,0,0,38201,0,0,2838,7129,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,3758,1035,162,640,0,14802,0,0,5177,0,5,0,6265,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,198,1846,436,0,0,0,0,0,0,0,0,2841
"lm7 mapping",7192,429,0,0,0,0,0,0,0,0,0,5753,0,0,0,0,0,0,0,0,0,5415,8450,0,0,619,0,59548,0,0,0,0,0,26534,0,0,0,0,0,0,0,0,0,0,8137,10938,0,0,5541,0,19429,0,0,5928,0,0,54811,0,0,0,0,0,2219,1210,0,0,5850,0,0,0,0,0,0,451,5756,12261,0,0,0,0,0,0,0,6975,10255,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891,0,298,0,0,0,0,22,0,9,0,0,0,0,0,6446,0,0,4,0,1,0,0,0,0,0,0,205,0,0,0,0,0,1,0,0,0,0,0
"lm8 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0,105,0,0,0,0,0,0,6,0,0,0,0,0,1304,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm9 mapping",364,0,0,0,0,8120,0,0,0,0,0,0,0,0,0,49767,0,0,0,0,0,4462,18692,0,0,1,0,11,0,0,0,0,0,1827,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,3454,0,0,0,0,0,0,774,5034,2733,0,1881,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,25,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,119,711,0,0,0,0,0,0,0,0,0
"lm10 mapping",1981,0,0,0,0,416,0,80153,0,0,0,1430,0,0,0,0,0,0,0,0,0,624,2366,2185,481,0,0,55,0,0,0,0,0,9172,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,0,0,0,0,0,0,0,0,1073,4631,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,219,0,8831,0,0,350,0,0,0,0,0,0,0,4239,0,0,0,0,34,0,0,0,0,0,87,0,0,0,0,0,0,1,0,24417,0,0,929
"lm11 mapping",19192,0,0,0,0,0,0,0,0,0,0,3517,0,39129,0,0,0,151464,0,0,0,7451,2537,15481,0,0,0,0,0,0,0,0,0,17385,0,0,0,0,0,0,0,0,38049,0,0,0,0,0,10589,2324,772,0,0,184412,24289,1593,0,5915,0,0,0,0,0,0,0,0,910,0,0,0,0,0,2796,2461,7540,0,0,7852,0,0,0,0,3228,32497,10663,10810,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2271,0,0,0,0,0,6051,5793,222,305,0,31578,50,0,1119,0,25,0,0,0,0,0,19968,0,0,0,47,122,14829,21,0,0,46717,0,1258,0,0,0,0,0,0,444,0,0,0,5850
"lm12 mapping",2987,0,0,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,6427,7264,2594,0,7675,68810,0,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,13574,0,0,0,0,0,0,0,0,0,0,0,0,287,5628,0,0,0,0,0,0,0,2458,0,0,0,0,0,0,4772,3262,0,0,0,0,0,0,0,17844,9336,0,10417,0,0,0,0,0,0,1702,0,0,0,942,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,4926,2802,0,1246,0,9169,0,0,827,0,3,0,0,0,0,0,5690,0,0,6,0,28,0,0,0,0,12149,0,98,0,644,0,0,0,0,0,0,0,0,525
"lm13 mapping",4103,342,0,0,0,0,0,0,0,0,0,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,11135,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,1338,0,115,0,0,0,0,3152,0,5,0,3099,0,102534,0,2000,0,0,1287,0,12,0,3403,0,0,0,117,9570,0,528,0,0,0,0,0,0,0,0,0
"lm14 mapping",6308,0,0,0,0,0,0,0,0,0,0,15865,0,0,0,0,0,0,11009,0,0,23082,1203,3000,0,1664,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,0,0,126165,0,0,117914,0,0,0,0,0,0,0,68260,0,0,21212,41897,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,6610,6429,0,6794,0,0,0,0,0,4528,7380,7152,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31062,0,0,0,0,0,0,8761,0,160,0,9269,32700,0,294,0,16,0,0,0,35064,0,0,0,0,0,122,13681,0,39453,0,0,0,126,1013,0,2578,0,0,0,0,0,0,0,92,0
"lm15 mapping",161,747,0,0,0,0,0,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,6778,3350,3416,244,0,290,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187,3484,0,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,1940,0,1028,945,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,2613
"lm16 mapping",4851,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,42225,0,0,10356,0,0,4492,3317,0,902,629,1178,0,0,53,0,0,0,2102,0,0,0,0,0,0,0,0,0,0,9484,0,0,19390,0,0,0,0,14784,0,0,0,0,1161,38371,0,0,0,0,0,0,0,18947,0,0,0,12496,0,0,1552,0,0,0,0,0,0,0,484,0,4841,0,14980,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,13916,0,0,0,0,0,181,4425,1284,200,0,7249,0,0,1716,0,18,0,450,0,0,0,0,0,0,13,0,23,0,0,0,17,0,0,387,1173,713,0,0,0,0,0,0,0,0,1419
"lm17 mapping",3021,75,5233,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19008,45193,6620,0,0,24055,2300,0,0,0,0,0,3274,0,0,0,0,0,0,0,0,0,8693,4447,0,0,0,0,0,0,0,0,1001,0,21775,0,0,0,0,0,0,38415,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,0,6570,0,0,0,0,0,0,0,0,0,0,0,5528,0,0,0,0,0,0,0,0,0,19012,0,0,0,0,0,9488,13187,0,0,0,2158,0,0,15,0,27,0,0,0,0,0,7570,0,0,20,44,6,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0
"lm18 mapping",3366,403,0,0,0,0,0,0,0,0,0,3709,0,0,0,0,0,0,0,0,0,24452,0,3224,37,3,3654,0,0,0,0,0,0,10612,0,0,0,0,0,0,0,0,0,0,5341,0,0,0,0,0,145,0,2188,39,0,322,6040,0,3332,0,0,337,0,1557,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14989,14352,2340,812,8472,0,0,0,0,0,0,0,0,0,0,632,960,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,5761,3764,0,0,0,5495,0,0,56,0,10,0,0,0,0,0,823,0,0,2245,0,20,0,0,0,0,0,0,356,0,217,0,0,0,0,0,0,0,0,0
"lm19 mapping",793,807,0,0,0,0,0,0,0,0,0,0,0,0,0,31690,0,0,0,0,0,0,0,2537,247,470,0,0,0,0,0,0,0,19731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1128,0,0,4475,0,0,0,0,0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm20 mapping",608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21952,49,342,0,0,6472,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,3231,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,9956,0,921,0,0,0,0,0,0,0,0,0,0,25723,0,0,0,0,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,255,0,1,0,143,63,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,535
"lm21 mapping",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22772,0,0,219,0,0,22431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,784,0,0,0,1725,5,0,0,0,0,0,0,0,0,0,5702,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm22 mapping",18976,0,0,0,0,0,0,0,0,624808,0,0,0,0,0,32443,0,0,0,0,0,0,4632,8441,0,1209,17428,0,0,0,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,12284,0,0,0,0,0,0,0,0,4663,3064,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,6904,0,0,0,0,0,0,0,0,10474,5610,15040,7594,0,0,0,0,0,0,0,0,0,0,0,0,2478,0,0,0,0,0,0,0,0,5903,0,0,0,0,0,13841,250,180,824,0,6505,0,0,727,0,0,0,0,0,0,0,2223,0,4309,0,0,18,0,0,0,0,72,0,0,0,96,0,0,0,0,0,0,0,0,1985
"lm23 mapping",23222,0,0,0,0,654,0,0,0,0,0,924,0,0,0,97596,137621,0,11957,0,0,35589,3232,11269,0,0,5765,24575,0,0,0,7781,67953,11086,0,0,0,0,0,0,0,0,0,0,29584,0,0,0,0,0,0,5951,0,8148,0,0,0,1635,0,0,0,0,0,3109,0,0,0,0,0,0,0,0,0,2876,0,0,7093,0,0,0,0,0,6775,7845,759,7001,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6302,0,0,0,0,0,7422,2600,279,0,0,4765,0,0,73,0,8,0,18993,0,0,0,7358,0,0,0,87,35,0,0,5050,0,0,0,1078,22612,0,0,0,0,0,0,0,0,0,3422
"lm24 mapping",0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,121,26671,5022,469,855,3002,1873,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,10015,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,46780,0,0,0,0,0,0,0,0,0,40847,3505,3518,0,0,0,0,0,0,0,1150,4688,900,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1501,758,0,0,9348,0,0,0,0,3,0,0,0,0,0,306,0,0,1,0,27,0,1402,0,0,0,0,610,15107,0,0,0,0,0,0,0,0,0,1196
"lm25 mapping",1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,412,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,0,0,0,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0
"lm26 mapping",41927,6492,0,0,0,490,0,0,0,0,0,7003,0,0,52223,0,0,0,0,0,0,6726,11186,13602,32,1055,5051,0,0,0,0,0,0,11346,0,0,0,0,0,0,0,0,0,0,12790,0,0,0,0,0,0,0,0,0,4370,0,0,0,0,0,0,939,889,2014,0,0,3728,0,0,0,0,0,1388,4755,4825,0,6939,0,0,0,0,0,644,21527,6376,4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11519,0,0,0,0,0,4350,3901,11069,390,0,36441,0,0,5049,0,6,375,248,0,0,0,20751,0,0,1,44,123,0,0,0,305,1055,0,0,0,6413,0,0,0,0,8971,0,0,0,3909
"lm27 mapping",1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9203,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807,0,0,0,0,0,0,10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0
"lm28 mapping",2327,31050,0,0,0,0,2344,0,0,0,0,9928,0,0,0,0,0,0,0,0,0,6461,7720,1628,205,0,0,0,0,0,0,0,0,3698,0,0,0,0,0,0,0,0,0,0,11813,0,0,0,0,522,1386,0,0,0,2735,0,4,0,0,0,0,0,0,12866,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0,6765,0,4268,0,0,219343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,5680,6450,0,0,1419,145,0,0,0,5,1673,0,0,0,0,1585,0,0,7,0,5,0,0,0,0,0,2228,216,30,0,0,0,0,0,0,0,0,0,1903
"lm29 mapping",1660,0,0,0,0,0,0,0,0,0,0,2295,0,67594,0,0,0,0,21364,0,0,27389,4526,119,0,4034,12774,0,0,0,0,0,0,8214,0,0,0,0,145522,68542,0,0,0,49673,0,0,0,0,0,14994,0,0,0,8161,65372,0,0,0,0,0,0,1399,0,170,0,0,0,0,0,0,0,0,0,1758,3374,0,0,0,0,0,0,0,496,4126,1034,5469,0,0,0,0,0,0,252,0,0,0,81,0,0,0,0,0,0,0,0,0,0,27955,0,0,0,0,0,2512,1776,143285,0,0,8221,0,128097,0,0,0,63514,0,0,0,0,9309,0,0,0,506,25,0,0,0,0,0,0,0,196,0,0,0,0,124,0,0,0,405,537
"lm30 mapping",7351,3550,0,0,0,1486,0,0,0,0,0,2781,0,0,0,0,0,0,8033,0,0,4248,0,6814,476,2283,2098,0,0,0,0,43,0,9032,0,0,0,0,0,0,0,0,0,0,11406,0,0,0,0,39312,0,0,0,0,141763,0,0,0,0,0,0,0,0,14373,81497,0,0,0,0,0,0,0,4976,6628,4020,0,0,0,0,0,0,0,13681,5849,7575,10342,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,10183,0,0,0,14008,0,2725,22876,137320,1001,0,6065,2786,174710,1442,0,4682,328409,27621,0,0,0,5798,0,0,0,1284,72,0,221,0,0,0,23,0,46254,1893,0,0,0,187,0,0,0,771,4546
