barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s34_vc5,s1_vc08,s10_vc08,s11_vc08,s12_vc08,s13_vc08,s14_vc08,s15_vc08,s16_vc08,s17_vc08,s18_vc08,s19_vc08,s2_vc08,s20_vc08,s21_vc08,s22_vc08,s23_vc08,s24_vc08,s25_vc08,s26_vc08,s27_vc08,s28_vc08,s29_vc08,s3_vc08,s30_vc08,s31_vc08,s32_vc08,s33_vc08,s34_vc08,s35_vc08,s36_vc08,s37_vc08,s38_vc08,s39_vc08,s4_vc08,s40_vc08,s41_vc08,s42_vc08,s43_vc08,s44_vc08,s45_vc08,s46_vc08,s47_vc08,s48_vc08,s49_vc08,s5_vc08,s50_vc08,s51_vc08,s52_vc08,s53_vc08,s54_vc08,s55_vc08,s56_vc08,s57_vc08,s58_vc08,s59_vc08,s6_vc08,s60_vc08,s61_vc08,s62_vc08,s63_vc08,s64_vc08,s7_vc08,s8_vc08,s9_vc08,s1_vc12,s10_vc12,s11_vc12,s12_vc12,s13_vc12,s14_vc12,s15_vc12,s16_vc12,s17_vc12,s18_vc12,s19_vc12,s2_vc12,s20_vc12,s21_vc12,s22_vc12,s23_vc12,s24_vc12,s25_vc12,s26_vc12,s27_vc12,s28_vc12,s29_vc12,s3_vc12,s30_vc12,s31_vc12,s32_vc12,s33_vc12,s34_vc12,s35_vc12,s36_vc12,s37_vc12,s38_vc12,s39_vc12,s4_vc12,s40_vc12,s41_vc12,s42_vc12,s43_vc12,s44_vc12,s45_vc12,s46_vc12,s47_vc12,s48_vc12,s49_vc12,s5_vc12,s50_vc12,s51_vc12,s52_vc12,s53_vc12,s54_vc12,s55_vc12,s56_vc12,s57_vc12,s58_vc12,s59_vc12,s6_vc12,s60_vc12,s61_vc12,s62_vc12,s63_vc12,s64_vc12,s7_vc12,s8_vc12,s9_vc12
lm116 mapping,1709,10324,1384,10660,1676,8747,0,1,1,7787,7,0,1565,180,765,1514,1,1000,720,4861,3,376,3,1,348,302,1002,700,2,3452,30,79,249,169,89,110,3,584,1487,5,10,0,1,2,12,2817,27,220,63,1802,337,19,285,96,146,16,3,56,23,0,185,200,6949,1441,1,5517,571,3,2,0,8,0,1179,10,0,2297,6,0,3,1,0,0,0,326,0,0,2,0,2,0,7,5,0,2,0,0,9,0,3082,0,0,0,65,0,2,0,0,146,9,0,0,0,11,0,19,2,10,7,0,1,229,12997,7712,12056,0,4364,10324,89,43,234,0,1,9
lm117 mapping,744,6369,1630,5529,881,4391,1,0,1,4060,7,0,3269,159,340,279,0,1586,469,3043,260,1161,7460,27,133,87,313,0,379,2747,1,11,3,2,2970,31,7,6,2,6,10,0,0,4,6,5060,24,75,44,642,643,17,184,25,99,119,6,45,0,166,184,0,1882,1708,2,3210,8078,5,1,0,29,418,0,11,0,17,93,0,0,3533,0,172,0,0,669,236,0,0,0,0,12,0,1,0,0,0,24,0,1485,0,0,0,35,0,0,0,0,202,5,0,1001,322,16,0,26,6,21,15,0,0,0,11668,14329,13889,0,4183,6369,11,0,0,41525,0,12
lm118 mapping,528,4288,667,122,499,114,0,137,1,0,1,0,309,99,1,13,0,289,20,241,0,88,0,1,1,0,65,0,0,315,2316,19,110,54,0,151,3,0,127,1,0,0,0,492,4,851,12,80,32,3,25,24,69,26,44,10,0,4,0,0,22,104,2491,1,3,90,52,0,0,55619,9,4,0,7,0,0,5,0,0,5761,0,965,0,0,0,128,0,0,0,0,0,0,0,0,31,0,21,0,3,0,0,0,227,0,4,0,0,0,0,0,0,0,29,0,15,0,5,1,0,0,82,7638,7747,12474,0,2358,4288,69,21,36,0,0,29
lm119 mapping,1311,7459,1894,4055,1227,1147,3,1207,4,3,50,5,2710,85,1228,204,1021,492,169,85207,155,5373,0,22,131,453,109,492,261,2352,4,2,11,97,228,114,55,3,18,2,0,2,12,8,9,3247,58,623,212,310,261,343,10541,462,83,111,6,38,201,322,152,480,3226,31,0,860,6,1,5,0,30,1,22,10,0,1,72,1,0,0,0,681,0,0,0,1021,0,0,0,0,3,0,0,0,255,0,28,0,14,0,0,2,6,489,0,0,0,827,2,0,0,0,3,0,4657,0,17,0,0,0,397,6172,14213,5574,0,5237,7459,165,1095,1443,0,176,6
lm120 mapping,749,4753,1141,2079,616,1744,0,0,0,0,0,0,349,0,161,113,0,439,136,199,1,0,1,49,1,1,412,578,1,1880,0,2,608,357,0,469,10,2,0,261,140,0,223,170,0,742,6,0,0,200,0,3,0,0,0,1,1,2,1,1,90,0,0,1,1478,1365,456,1,1,0,0,0,39,1073,1,0,290,2,0,7,0,0,0,0,65,86,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,12,2,0,0,0,0,2,0,0,0,8,0,0,5,5,6,0,0,0,9863,0,8593,0,2524,4753,0,0,0,0,0,6
lm121 mapping,738,5268,612,2389,740,279,0,0,0,3185,1,2,826,0,178,101,1,0,822,325,189,1,2,82,6,0,2,693,254,7212,23,94,1100,1245,186,461,7,178,1030,1,0,2,62,1,1016,616,26,61,20,777,155,4,57,116,0,14,1,19,0,91,604,37,2,0,2,182,1687,0,0,0,11,0,3,21,65,0,2,0,0,0,0,2328,10464,480,0,75,0,0,0,0,14,0,6,0,0,0,24,0,0,0,0,0,0,179,0,0,0,147,4,17,0,2,4,0,34,0,8,5,0,0,0,4744,15632,167,124535,2936,5268,0,0,383,0,0,10
lm122 mapping,331,2706,0,0,410,1877,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,139,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,919,17,28,38,0,136,37,127,0,30,53,6,0,0,0,0,80,0,0,0,1356,0,0,0,0,1,0,0,9,0,2065,59,1,0,0,0,783,0,0,0,3644,0,0,0,0,3,2,0,0,135,0,3,0,1105,0,0,0,18,2,5,1,0,0,0,0,0,0,9,0,7,2,16,2,0,0,0,6981,2866,2509,0,6308,2706,73,130,0,0,8,3
lm123 mapping,494,2352,1129,972,540,1669,1,10505,0,3,0,0,0,0,0,11,1,0,6,1,1,0,0,0,4,0,1,358,0,1340,0,1,0,4,0,50,1,1,704,1,1,0,15,840,5,1121,9,304,39,838,152,206,70,42,64,1,2,20,1,147,206,99,4219,0,1,1183,0,0,0,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,161,0,0,5,0,3,0,0,0,1,0,3,0,3,0,0,1,0,1111,948,2622,1,2297,2352,3,639,88,2,0,0
lm124 mapping,452,4300,1039,0,493,496,0,0,0,0,0,0,1193,0,0,0,0,95,129,33,0,1,1,0,0,121,0,0,0,1081,0,11,0,345,104,0,0,0,0,0,0,606,0,1,0,494,0,22,13,1,16,1,27,0,0,0,0,36,87,0,0,0,0,1,1,396,0,1,0,0,11,0,0,3,0,0,20,4,1,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,13,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,5,0,9,0,7,2,0,0,0,4882,7667,0,0,3255,4300,0,0,0,0,0,6
lm125 mapping,720,5186,2465,302,739,461,2,0,0,0,3,0,664,0,3598,27,3,532,212,429,1,426,0,1,6,0,0,0,3,1900,23,6,2,0,153,71,4,0,0,0,1,1,0,1,0,3779,1,13,22,1,286,12,109,109,66,10,2,5,3,36,42,96,0,1315,1,330,0,0,0,0,18,677,0,25,0,1742,0,0,0,0,0,636,0,0,31318,0,0,0,0,0,0,1037,0,672391,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1183520,0,0,0,40,0,0,0,0,268321,0,4691,11729,12999,0,1527,5186,0,0,266,22689,0,8
lm126 mapping,249,1111,244,0,199,544,0,0,0,0,0,864,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,209,0,0,5,0,0,0,0,0,383,0,0,0,0,0,1,0,0,1,1,446,1108,0,0,0,2,0,0,1,0,0,0,0,0,0,0,343,0,0,0,407,0,0,0,559,0,1,0,0,275,0,1,0,2228,0,0,0,10,0,0,0,0,1904,1,0,0,334,0,0,4,0,13,2,0,0,0,0,1655,1214,0,3726,1111,0,0,0,0,164,0
lm127 mapping,554,1527,759,2784,324,1348,0,0,1,0,2,0,780,0,0,12,1,517,223,92,0,1,0,0,12,0,0,611,2,562,4,1,0,0,464,0,4,1,595,1,2,0,1,1,0,2115,18,2269,56,275,127,34,249,12,4,27,7,41,57,0,4,175,1,2252,0,1124,0,2,2,0,499,1,0,9,0,1,0,0,0,0,0,0,5914,0,0,0,38446,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0,6,2,0,0,0,1,0,14959,3240,1135,0,0,1527,62,81,24,0,0,31
lm128 mapping,758,3320,2751,108,679,496,49,0,218,3266,1975,717,168,51,304,1,1080,1,8,39,0,0,2,0,0,0,4,0,2,238,0,0,0,0,41,2,2,0,1085,0,0,1,1,2,3,1242,12,94,13,805,143,49,101,29,67,22,0,52,70,191,245,204,869,1,264,450,443,0,1,39076,3,0,32,5,0,0,0,0,0,12,0,74,0,1,0,66,0,0,17788,0,0,0,0,0,8852,0,0,0,0,0,0,0,237,0,0,0,0,343,3,0,0,2,27,0,8,133,4,6,0,0,192,5999,2147,15223,0,2284,3320,28,28,63,18105,0,29
lm129 mapping,402,2867,1678,1049,323,177,0,0,0,0,0,0,1784,0,110,270,0,301,0,82,0,147,0,822,0,0,202,390,26,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1379,20,35,32,0,31,23,75,0,28,2,2,5,0,77,2,210,0,1,0,121,198,2,0,0,2,0,0,4,1,0,0,0,0,570,0,518,0,2,364,212,0,0,0,961,0,3,0,3,0,0,6,0,14,0,0,0,1,3784,0,0,0,467,1,0,1589,1325,11,0,3,0,216,0,0,2885,0,8295,2697,10461,0,2643,2867,78,26,0,0,272,13
lm130 mapping,1078,8052,4128,164,978,707,0,0,1,0,3,0,1202,1258,295,29,0,2389,150,408,14,110,0,1,0,0,0,0,3,302,3,10,1,0,3,0,1,2,0,2,6,0,0,1,0,776,18,28,1441,409,251,31,50,72,4,2,0,15,39,38,1,0,0,1554,1054,515,653,0,1,0,9,10,52,10,1,0,0,0,326,3166,0,285,0,0,0,4984,0,0,0,0,0,1295,0,0,75033,0,18,117,10,0,0,0,145,0,0,0,0,171,7,0,0,9802,23,4972,27,0,6,0,0,0,16347,21369,9092,14247,0,3752,8052,0,0,92,0,226,22
lm131 mapping,690,4702,464,1436,734,542,0,0,4,2,2,1,912,248,548,134,0,9781,512,493,55,213,416,69,2,4,153,0,0,94,0,1,0,81,7,0,3,3,5,1,1,0,0,4,3,751,6,0,0,1361,46,4,20,3,3,10,2,3,0,0,254,2,1286,1839,1563,397,1328,0,1,0,0,0,0,6,0,20,0,0,0,33357,0,995,0,0,791,998,0,0,0,0,0,1755,0,0,0,0,0,16262,0,0,0,37772,0,0,13,0,0,193,3,0,0,268,21,0,0,0,6,0,0,9774,0,10766,1342,11762,0,540,4702,0,0,0,0,4893,6
lm132 mapping,149,703,883,2050,146,1,0,1,0,0,10,0,113,16,59,241,0,77,2941,27740,0,0,0,93,245,28,246,0,10,0,0,0,7,3,4,2,14,2,2,0,0,0,0,2,0,12,0,1,0,0,0,0,0,4,15,0,0,0,0,0,11,0,3,7,0,0,0,1,8,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,209,0,47021,0,0,0,0,0,0,0,0,57,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,75,0,0,0,0,0,0,0,6984,0,0,0,703,0,0,0,0,0,0
lm133 mapping,1767,12693,1997,5006,1626,3578,2,0,1255,4,806,3,1987,1,864,1168,437,792,1050,711,43,4,1608,0,742,282,13,0,481,3750,16,139,437,93,6,18233,6,5,2549,6,6,3,1,38,19,7069,118,119,140,474,303,76,6972,269,265,133,5,14,362,144,1607,1086,7165,1424,1099,2598,916,2,2,0,20,0,669,18,4,20,0,0,0,0,0,1381,0,851,0,33914,0,0,0,3299,0,983,0,0,480,0,19,0,1000,0,0,0,0,439,11,0,0,33,13,2,0,3494,12,0,48,0,33,0,2711,6092,1275,10129,17053,24884,0,10140,12693,453,0,780,516119,406,8
lm134 mapping,410,3144,1553,1695,437,431,1,1,0,2,3,0,669,0,0,39,0,0,0,1,0,1,0,84,0,0,0,344,2,4,1,0,0,0,0,3,2,0,0,0,2,0,2,0,3,1156,25,57,10,1,44,0,53,19,7,3,6,21,27,0,0,0,1934,1759,0,375,276,2,0,0,1646,0,22,14,0,0,62,0,2,0,0,153,0,0,0,323,0,0,0,0,1,1,0,0,0,0,17,0,3,0,1,0,0,435,0,0,0,0,0,0,0,334,0,0,10,0,4,2,0,0,335,154,6632,0,0,2248,3144,82,0,38,0,169,0
lm135 mapping,1318,7462,3111,2183,1399,1188,0,3,12,4492,1,0,3315,86,160,151,0,31111,168,313,1,43,1,38,1357,5,9,7997,0,3730,70,12,470,164,20,11852,0,3,1237,2,2,1,9,341,8,1991,0,16,14,8,78,2,74,4,185,19,2,9,0,119,191,16,2,1066,1,957,128,3,0,0,38739,0,0,12,0,0,0,0,0,7,0,3754,0,0,0,1413,0,0,0,1310,6,0,0,0,0,0,70,0,27,0,0,18712,9664,0,0,0,115,258,6,4,0,2,0,0,85,0,47,0,4476,0,0,0,6974,7743,0,14171,7462,0,0,0,0,520,0
lm136 mapping,1089,8577,2357,4115,1255,1510,2,7,1,2,810,1,4683,132,2314,27,1,1055,322,595,1,172,2,2,1,0,0,1,533,2531,46,30,208,171,19,1,9,2,362,3,2,1,0,3,0,4870,63,157,74,1531,549,58,263,250,69,118,4,50,117,330,129,560,1,2,5,1172,2298,2,2,0,11,0,2122,74,0,0,56,0,0,0,0,5393,0,0,528,501,0,0,0,15249,0,2,0,0,2966,0,10,0,4664,0,0,0,1647,1833,0,0,0,3314,4,0,0,806,35,0,15,0,1881,0,0,0,3113,24125,9196,4631,0,11259,8577,113,148,1038,0,1092,27
lm137 mapping,1385,7395,108,2323,1399,3386,32,30,7847,15,5708,3741,3152,194,28,101,147163,1082,5543,706,4,187,545,22,62,10,8668,1558,8,6880,434,129,444,137755,368,22561,5,8,5,4,238,145,2865,6,10360,5056,63,1921,58,431,203,83,160,26,117,12,7,27,54,87,159,38,1323,3,3,2051,1104,2,3,0,11,3611,55,14,0,1777,0,968,0,0,0,260,0,0,370,486,0,0,0,0,4,15,1,0,3,0,29,0,3,0,0,0,8,0,7,0,0,0,0,0,1667,0,23,0,29,7,9,0,0,0,239,13556,15546,9385,0,3647,7395,272,43,0,1,0,12
lm138 mapping,849,4212,0,0,860,1857,0,0,0,0,1,0,529,0,0,0,0,583,19,22,4,0,3,0,0,0,0,0,0,2318,2,144,469,1,80,0,1,329,2,1,1,0,0,1,0,508,11,96,10,1,187,51,90,90,129,36,2,14,0,165,89,172,1402,0,3,1295,1462,2,0,0,8,0,0,4,0,1,0,0,0,0,0,1064,0,18,385,294,0,0,0,37897,0,0,0,0,93,0,30,86,1023,0,198,0,132,19726,4,0,1,515,3,0,0,0,27,0,32,0,355,0,0,0,1950,19355,12605,9230,0,7651,4212,0,91,326,0,7,20
lm139 mapping,344,3125,0,2590,347,412,0,0,0,0,0,0,831,0,362,0,0,862,31,299,38,23,212,1,0,0,0,0,686,0,0,1,0,0,0,0,2,0,1,2,1,0,0,2,0,3099,9,180,143,437,144,65,139,185,2,6,3,3,86,0,2,109,0,0,0,259,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,3,1,0,2,2,0,0,0,0,1,887,630,3928,0,8,3125,18,181,499,0,1,0
lm140 mapping,733,5181,1303,5168,676,2669,15,1,0,0,2,0,1035,323,178,200,0,535,32,751,1,58,1,64,242,780,156,0,1,3180,8,34,1,175,121,0,1,196,0,3,2,4,2,245,0,2230,12,59,21,0,30,12,91,8,0,6,2,2,0,62,299,2,1,0,1,1088,1,2,0,0,24,333,0,11,0,0,0,0,0,2266,0,494,0,0,1457,0,0,0,0,839,0,323,1,1,5,0,10,0,1,0,0,0,7,1,0,0,0,140,0,0,23176,0,15,0,14,4,5,6,0,7,0,7393,4766,10286,0,3685,5181,0,0,0,0,123,9
lm141 mapping,1995,14566,4702,5226,1943,1307,0,2,2,0,21,1580,1454,66,48,38,0,71,24,399,3,0,1352,0,1375,1,0,0,7,3101,32,39,143,272,135,142,18,9,407,2,515,0,0,1,1,4400,71,312,171,957,340,163,525,231,583,27,5,70,126,152,14843,591,0,4708,2375,967,471,2,1,0,53,387,12,22,1,0,104,0,0,0,0,8988,0,1,334,1523,0,0,0,1628,12,1749,0,0,295,0,92,0,2570,0,0,0,315,2221,0,30092,0,605,3,0,0,0,43,0,93,13,321,0,0,0,300,31020,15683,16864,0,10676,14566,198,221,714,0,183,31
lm142 mapping,408,3346,1783,1175,384,186,0,1,1,0,0,0,1570,17462,302,139,0,338,49,81,42,0,6,0,3,1,357,0,0,2727,1,58,335,55,65,170,0,3,259,0,9,0,0,0,0,0,1,0,8,0,1,0,0,1,0,5,1,7,0,0,0,0,0,0,1072,176,0,0,5,0,2,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,1,0,55,695,7,0,0,175,0,0,0,0,3,0,10,0,28011,0,0,0,64,3230,692,0,0,4608,3346,0,0,0,0,4,0
lm143 mapping,632,3808,15,0,638,130,0,1,0,0,2,0,459,0,220,342,0,0,303,226,27,455,0,0,0,158,0,0,409,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,257,1,0,0,0,0,18,9,0,0,0,0,0,0,0,500,0,0,0,0,112,0,0,0,0,19,8,0,9,4,0,0,0,0,0,0,41261,0,0,781,0,0,0,0,1020,0,1119,5,0,0,0,38,0,764,0,0,0,155,1526,0,0,0,0,10,7157,0,0,4,0,31,0,60,2,0,0,2,3592,15541,7678,0,2810,3808,0,0,0,0,239,1
lm144 mapping,353,2779,0,1972,397,505,0,0,0,0,1,0,849,1,54,34,0,645,17,459,18,0,1,69,0,0,179,0,0,1593,0,1,0,0,0,0,0,0,305,0,1,0,0,1,0,352,1,7,26,0,60,24,167,0,0,13,0,16,0,84,1,1,1,0,0,425,1,0,2197,0,187,0,29,5,0,0,0,0,0,0,206731,0,0,0,0,361,0,0,0,0,1,0,0,0,0,0,241,0,1,0,0,0,145,0,0,0,0,0,3,0,0,0,29,0,214,0,1,0,0,0,0,3699,364,1927,0,1104,2779,0,49,0,0,73,8
lm145 mapping,286,766,0,622,145,13,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,2,0,16,2,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,1,0,373,0,0,0,1,0,0,0,0,133,2,0,0,0,3,0,0,1,4,0,0,0,0,3374,0,1832,0,1608,766,0,0,0,0,0,0
lm146 mapping,1148,8857,3760,6248,1109,1700,9626,6612,2847,30022,21686,5818,4297,97,66,8,11267,875,166,367,13,7,3,4,3,17,111,10952,19,841,31,30,13,13,126,37,33,9,34523,2229,4,14,15,33,35,1159,31,23,23,34529,36,7,80,31,82,35,5,21,14,8,47539,1680,1332,1432,19,1290,37120,10547,7025,0,0,553,29,10,0,0,0,0,0,0,0,0,0,0,774,47116,0,0,38684,2769,0,2962,0,0,462,0,2,374,1940,0,0,0,483,4068,2,0,0,2319,3,0,0,267,14,0,10,0,213,0,0,3483,1206,7276,3177,5264,0,10195,8857,0,0,0,0,2790,3
lm147 mapping,912,3978,1970,1846,638,979,3,0,146,12,72,0,1463,96,754,350,157,2218,145,1005,20,60,998,0,4,189,9352,0,2,997,1,20,1,1,665,9,5,288,1,0,6,3,0,0,6,3208,48,21,85,984,145,26,127,57,1,11,3,32,49,33,235,171,1609,0,1,788,400,2,0,0,0,241,0,5,0,2,23,0,0,1198,0,64,0,1,1521,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,203,0,3,0,0,0,0,0,2,0,0,0,0,0,9,0,5,0,0,3867,0,250,3396,3773,0,2167,3978,191,59,107,0,0,1
lm148 mapping,354,1579,0,869,272,0,0,0,0,0,0,0,810,0,0,56,0,475,119,187,1,0,0,43,0,1,360,0,0,3046,0,39,0,0,0,141,0,0,0,0,0,0,1,108,0,23,1,0,0,0,0,5,16,34,43,17,0,2,0,65,0,0,0,0,1,0,0,1,0,0,15,0,0,3,127,0,0,0,0,0,0,477,0,102,0,191,5,0,0,0,3,704,6,0,77,0,5,0,619,0,0,0,0,37788,0,0,0,0,0,80,0,0,0,0,7,0,7,0,18771,0,0,4292,6541,105,204721,2765,1579,0,0,63,0,0,7
lm149 mapping,273,3569,874,0,303,2413,0,0,0,3,6122,1,2,3,0,0,772,0,1,6,2,0,0,0,0,0,1,0,5,818,0,14,1,0,901,2,3,3,0,0,2,3,0,0,2,839,19,29,1,701,24,16,27,1,1,4,0,31,145,0,742,69,2893,6,1548,1816,392,0,1,0,2,0,0,24,1,1,11,0,0,0,0,56,0,0,0,0,0,0,0,0,10,0,0,0,0,21653,0,0,0,26790,0,0,0,0,0,0,0,86,8,0,0,0,19,0,0,0,669,1988,0,0,0,7789,897,433,0,848,3569,69,0,0,61475,0,18
lm150 mapping,1282,9694,3046,1834,1279,553,0,1,0,0,2,0,1319,582,341,481,6,574,266,600,81,0,62,0,8,0,629,0,3,1254,9,3,998,0,66,0,4,3,1,1,0,4,0,0,1,3894,28,70,8,0,215,68,108,72,59,141,2,26,24,121,1,488,0,2,0,334,3,1,0,0,5,1846,0,11,0,0,0,0,0,0,0,61719,0,0,0,2419,1,0,0,0,0,0,0,0,1541,0,2,0,1703,0,0,0,426,649,5,0,0,2390,0,0,0,281,18,0,10,1,853,3,0,0,375,7111,3158,13078,0,1841,9694,16,108,222,0,697,4
lm151 mapping,533,1881,688,824,267,125,2,0,0,0,0,0,111,0,0,0,0,74,0,1,0,0,0,0,0,1,0,0,0,803,10,0,115,243,0,23,1,245,1,0,0,2,0,3,0,1488,4,15,5,0,78,10,1444,12,83,11,0,3,61,163,1,596,0,391,0,109,0,0,0,0,3292,0,0,0,33453,0,0,0,2738,0,92781,0,0,14921,0,0,0,181691,0,0,0,0,54157,0,0,0,207952,0,0,0,803532,0,0,0,0,223365,0,0,0,85896,0,0,0,0,4323,0,2,0,18484,0,0,1201,0,1349,593474,399,1881,0,4,0,0,0,0
lm152 mapping,1235,5242,1324,0,1079,1760,0,1,5,0,4,3,3256,130,82,108,0,8767,239,447,70,26,2,7,231,127,244,1885,2419,4508,67,36,256,0,235,495,8,2,4,2,3,89,2,3,293,3395,47,73,45,422,157,74,127,208,356,104,2,200,42,338,1,21,944,2,2,1233,424,0,0,0,4825,0,0,1,0,6794,0,0,0,14,0,481,0,0,758,199,0,0,0,0,2,0,0,0,0,0,31,0,866,0,1,0,3,0,5,0,0,2422,0,0,0,0,31,0,32,0,20,0,0,5212,0,23071,16195,23867,0,8665,5242,23,172,655,0,210,25
lm153 mapping,1308,5203,2726,2767,1257,678,1,1,1,4248,1,870,509,0,0,19,0,135,259,49,2,1,1,2,1,0,1,0,3,4658,0,162,1025,404,0,156,5,1810,0,2,2,1,0,1,2,1940,95,8,23,3,39,36,77,2,101,24,0,8,0,0,2,86,2,2602,3,575,486,2,0,0,7,0,0,12,0,3,0,0,0,882,0,648,0,0,245,1536,0,0,0,0,2,0,0,0,1088,0,0,0,2167,0,0,31521,345,0,4,0,0,687,4,1,0,502,21,0,4,0,12,3,0,0,1395,14809,4859,10595,0,5578,5203,453,0,0,25402,225,17
lm154 mapping,651,5092,3363,2441,642,3182,0,0,0,0,0,1,262,1,0,0,1,1614,2,30,1,0,557,0,0,145,374,0,1,696,2,0,34,23,2,65,1,0,624,3,0,1,1,0,1,1190,43,67,19,0,279,51,116,10,170,12,0,0,37,255,158,53,0,0,1,2206,1422,1,1,0,0,2,47,8,0,0,0,0,0,2073,0,398,0,0,0,1270,0,0,0,0,1,0,0,0,0,0,7,0,1740,0,0,0,1308,2935,0,0,0,0,0,0,0,378163,3,0,8,0,118,3,0,0,3668,3470,3284,7923,0,6630,5092,154,200,73,0,707,5
lm155 mapping,1087,5707,2526,4765,693,541,0,2,0,0,0,2,1230,0,0,6488,0,250,51,8,3,63,0,67,0,0,48,2,1,807,1,19,1,3,59,568,8,4,0,1336,0,1,5,1,1,146,16,6,6,0,500,5,12,23,510,14,0,5,1,92,1,0,0,2,2197,426,0,1,0,0,3965,0,1447,1015,1,0,0,0,5,7,0,469,0,0,386,254,0,0,0,0,0,0,0,5,10026,0,37,147,3,0,0,0,7,0,0,0,0,856,5,0,0,0,20,0,23,8,13,0,0,0,89,13876,10594,9926,0,7895,5707,0,0,0,0,12,18
